hospital_id,name,city,state,pincode,address,latitude,longitude,specialties,procedures,cost_min,cost_max,currency,facilities,accreditation,pmjay_empanelled,annual_procedure_volume,outcome_metric,icu_beds,source_type,verification_status,source_url,last_verified,last_updated,data_status,condition_tag,review_status,phone,facility_type,date_of_establishment,success_rates
RJ-010,Durlabhji Memorial Hospital Cum Medical Research Institute,Jaipur,Rajasthan,990180,"Jaipur, Rajasthan (street address not published in source)",26.906239,75.804633,"{General Medicine,Family Medicine}","{Outpatient Consultation,Health Screening,Primary Care}",95000,365421,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Not specified / demo},False,1150,Synthetic demo composite outcome: 97%,9,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,approved,+91-00000-10180,Government / Teaching Hospital,1993-01-10,"{""General Medicine"":92,""Family Medicine"":99}"
RJ-011,Rukmani Birla Hospital,Jaipur,Rajasthan,990181,"Jaipur, Rajasthan (street address not published in source)",26.880803,75.758997,"{Cardiology,Internal Medicine}","{ECG,Echocardiography,Consultation,Diagnostic Evaluation}",98000,522192,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{NABH-style demo},False,536,Synthetic demo composite outcome: 88%,4,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,gastro,approved,+91-00000-10181,Private,2000-04-15,"{""Cardiology"":98,""Internal Medicine"":98}"
RJ-012,JNU Hospital,Jaipur,Rajasthan,990182,"Jaipur, Rajasthan (street address not published in source)",26.916456,75.803671,"{Neurology,Neurosurgery}","{EEG,MRI Brain,Craniotomy,Spine Surgery}",101000,484427,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{ISO-style demo},False,757,Synthetic demo composite outcome: 96%,5,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,renal,approved,+91-00000-10182,Private,2007-07-20,"{""Neurology"":95,""Neurosurgery"":94}"
RJ-013,Geetanjali Medical College & Hospital,Udaipur,Rajasthan,990183,"Udaipur, Rajasthan (street address not published in source)",24.592811,73.739201,"{Orthopedics,Joint Replacement}","{Fracture Fixation,Arthroscopy,Total Knee Replacement,Total Hip Replacement}",104000,404761,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Quality-certified demo},False,196,Synthetic demo composite outcome: 97%,12,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,approved,+91-00000-10183,Private,2014-10-25,"{""Orthopedics"":95,""Joint Replacement"":93}"
RJ-014,All India Institute of Medical Sciences,Jodhpur,Rajasthan,990184,"Jodhpur, Rajasthan (street address not published in source)",26.233114,72.997973,"{General Surgery,Laparoscopic Surgery}","{Appendectomy,Hernia Repair,Laparoscopic Cholecystectomy,Laparoscopic Hernia Repair}",107000,429332,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Teaching hospital demo},False,842,Synthetic demo composite outcome: 91%,18,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,approved,+91-00000-10184,Government / Teaching Hospital,1965-01-03,"{""General Surgery"":90,""Laparoscopic Surgery"":92}"
RJ-015,New Hospital Medical College,Kota,Rajasthan,990185,"Kota, Rajasthan (street address not published in source)",25.228813,75.891363,"{Gastroenterology,Hepatology}","{Endoscopy,Colonoscopy,Liver Function Assessment,FibroScan}",110000,275375,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Not specified / demo},False,1173,Synthetic demo composite outcome: 92%,2,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,gastro,approved,+91-00000-10185,Private,1972-04-08,"{""Gastroenterology"":90,""Hepatology"":90}"
RJ-016,GBH General Hospitals & GBH Memorial Cancer Hospital,Udaipur,Rajasthan,990186,"Udaipur, Rajasthan (street address not published in source)",24.612083,73.730599,"{Nephrology,Urology}","{Hemodialysis,Kidney Biopsy,TURP,Ureteroscopy}",113000,523038,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{NABH-style demo},False,1190,Synthetic demo composite outcome: 93%,10,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,approved,+91-00000-10186,Private,1979-07-13,"{""Nephrology"":93,""Urology"":94}"
RJ-017,Mahatma Gandhi Hospital,Bhilwara,Rajasthan,990187,"Bhilwara, Rajasthan (street address not published in source)",25.345933,74.668478,"{Pulmonology,Critical Care}","{Bronchoscopy,Pulmonary Function Test,Ventilator Support,Sepsis Management}",65000,260379,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{ISO-style demo},False,1542,Synthetic demo composite outcome: 97%,2,official,simulated,https://foundation.rajasthan.gov.in/MedicalTourism.aspx,2026-09-24,2026-09-24,synthetic_demo_data,eye,approved,+91-00000-10187,Private,1986-10-18,"{""Pulmonology"":85,""Critical Care"":85}"
RJ-018,MBS Hospital,Kota,Rajasthan,990188,"Kota, Rajasthan (street address not published in source)",25.231227,75.875036,"{Oncology,Radiation Oncology}","{Chemotherapy,Cancer Screening,Radiotherapy Planning,External Beam Radiotherapy}",68000,176307,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Quality-certified demo},False,373,Synthetic demo composite outcome: 92%,4,official,simulated,https://foundation.rajasthan.gov.in/MedicalTourism.aspx,2026-09-24,2026-09-24,synthetic_demo_data,oncology,approved,+91-00000-10188,Private,1993-01-23,"{""Oncology"":89,""Radiation Oncology"":88}"
RJ-019,Raj Bahadur Memorial Rajkiya Chikitsalya,Bharatpur,Rajasthan,990189,"Bharatpur, Rajasthan (street address not published in source)",27.206552,77.511341,"{Obstetrics & Gynecology,Women’s Health}","{Normal Delivery,Cesarean Section,Antenatal Care,Gynecology Consultation}",71000,300157,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Teaching hospital demo},False,170,Synthetic demo composite outcome: 91%,3,official,simulated,https://foundation.rajasthan.gov.in/MedicalTourism.aspx,2026-09-24,2026-09-24,synthetic_demo_data,women-health,approved,+91-00000-10189,General Hospital,2000-04-01,"{""Obstetrics & Gynecology"":88,""Women’s Health"":90}"
CHD-001,Postgraduate Institute of Medical Education & Research (PGIMER),Chandigarh,Chandigarh,160012,"Sector-12, Chandigarh",30.766983,76.795038,"{Pediatrics,Neonatology}","{Pediatric Consultation,Vaccination,NICU Care,Newborn Screening}",64000,206689,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Not specified / demo},False,1237,Synthetic demo composite outcome: 89%,5,official,simulated,https://www.pgimer.edu.in/PGIMER_PORTAL/PGIMERPORTAL/GlobalPages/JSP/Page_Data.jsp?dep_id=364,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,approved,0172-2746018,Government / Central Institute,2007-07-06,"{""Pediatrics"":96,""Neonatology"":93}"
CHD-002,"Nehru Hospital, PGIMER",Chandigarh,Chandigarh,160012,"PGIMER Campus, Sector-12, Chandigarh",30.723573,76.807080,"{Ophthalmology,Ophthalmic Surgery}","{Cataract Surgery,LASIK Evaluation,Phacoemulsification,Vitrectomy}",67000,360038,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{NABH-style demo},False,1199,Synthetic demo composite outcome: 93%,16,official,simulated,https://www.pgimer.edu.in/PGIMER_PORTAL/PGIMERPORTAL/GlobalPages/JSP/Page_Data.jsp?dep_id=364,2026-09-24,2026-09-24,synthetic_demo_data,emergency,approved,+91-00000-10191,Government / Teaching Hospital,2014-10-11,"{""Ophthalmology"":98,""Ophthalmic Surgery"":96}"
CHD-003,"Government Multi Specialty Hospital, Sector 16",Chandigarh,Chandigarh,990192,"Sector-16, Chandigarh",30.703921,76.812171,"{ENT,Head & Neck Surgery}","{Tonsillectomy,Endoscopic Sinus Surgery,Thyroid Surgery,Neck Dissection}",70000,347395,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{ISO-style demo},False,1117,Synthetic demo composite outcome: 92%,6,official,simulated,https://chandigarh.gov.in/health,2026-09-24,2026-09-24,synthetic_demo_data,ent,approved,0172-2752042,Government Multi-Specialty Hospital,1965-01-16,"{""ENT"":92,""Head & Neck Surgery"":98}"
CHD-004,"Government Medical College & Hospital, Sector 32",Chandigarh,Chandigarh,160030,"Sector-32, Chandigarh",30.753807,76.807094,"{Dermatology,Cosmetology}","{Skin Biopsy,Laser Procedures,Hair Restoration Consultation,Laser Therapy}",73000,409365,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Quality-certified demo},False,1497,Synthetic demo composite outcome: 86%,14,official,simulated,https://gmch.gov.in/,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,approved,0172-2601023,Government Medical College & Hospital,1972-04-21,"{""Dermatology"":96,""Cosmetology"":95}"
CHD-005,"Mental Health Institute, GMCH Sector 32",Chandigarh,Chandigarh,160030,"Government Medical College & Hospital, Sector-32, Chandigarh",30.701605,76.763357,"{Psychiatry,Behavioral Health}","{Psychiatric Consultation,Counselling,Psychological Assessment}",76000,209677,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Teaching hospital demo},False,1069,Synthetic demo composite outcome: 95%,17,official,simulated,https://gmch.gov.in/mhi,2026-09-24,2026-09-24,synthetic_demo_data,neurological,approved,0172-2601023,Government Specialized Institute,1979-07-26,"{""Psychiatry"":90,""Behavioral Health"":88}"
CHD-006,"Government Ayurvedic Hospital, Chandigarh",Chandigarh,Chandigarh,990195,Chandigarh (address not published in source),30.753466,76.759252,"{Emergency Medicine,Trauma Care}","{Emergency Stabilization,Trauma Resuscitation,Trauma Stabilization,Fracture Management}",79000,424389,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Not specified / demo},False,1093,Synthetic demo composite outcome: 89%,15,official,simulated,https://chandigarh.gov.in/health,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,+91-00000-10195,Government Ayurvedic Hospital,1986-10-04,"{""Emergency Medicine"":85,""Trauma Care"":88}"
